owneruserid,userid,NbrOfComments
1330,58006,1
1330,58488,1
1330,59385,2
1330,60270,1
1330,60692,1
1330,60742,1
1330,61071,1
1330,61756,3
1330,62018,2
1330,62749,1
1330,63906,3
1330,63966,1
1330,64715,1
1330,65131,1
1330,65556,1
1330,65721,1
1330,65762,1
1330,65767,2
1330,67135,1
1330,67605,1
1330,68541,1
1330,69646,1
1330,71464,1
1330,73994,1
1330,74364,1
1330,74751,1
1330,75678,1
1330,75917,1
1330,79037,1
1330,79999,1
1330,80135,1
1330,80221,2
1330,80547,1
1330,80757,1
1330,82242,1
1330,82459,2
1330,83406,1
1330,83473,1
1330,84229,1
1330,84645,6
1330,84891,1
1330,85058,2
1330,85478,1
1330,87725,1
1330,87864,1
1330,87996,1
1330,88255,1
1330,89304,1
1330,89544,1
1330,89997,1
1330,90226,2
1350,802,1
1350,1350,1
1355,1355,1
1355,16170,1
1355,20995,1
1367,102,1
1367,974,2
1367,1367,8
1367,5091,1
1367,6644,2
1367,8368,1
1367,9724,3
1367,10171,1
1384,1097,1
1386,375,1
1386,684,1
1386,31513,1
1399,1048,1
1399,1273,2
1399,1399,3
1406,,1
1406,924,1
1406,8986,1
1406,23664,1
1424,836,1
1424,37001,1
1424,37946,1
1424,39569,1
1424,41525,1
1424,44063,1
1426,381,1
1426,836,1
1426,1426,7
1426,8560,2
1426,11097,2
1426,20492,1
1426,32429,1
1426,35644,1
1426,46779,1
1426,59248,2
2433,684,1
2452,21,1
2452,471,2
2452,474,1
2452,587,1
2452,802,1
2452,847,1
2452,941,1
2452,1156,4
2452,1241,2
2452,2452,78
2452,2544,2
2452,2861,1
2452,2958,1
2452,3314,2
2452,3346,1
2452,4621,3
2452,4947,1
2452,5143,1
2452,5246,4
2452,5279,1
2452,5316,1
2452,6390,1
2452,6469,1
2452,6506,1
2452,7722,1
2452,7922,1
2452,7923,1
2452,7977,2
2452,7982,1
2452,8214,2
2452,8338,1
2452,8609,1
2452,8644,1
2452,8686,7
2452,8842,4
2452,8860,2
2452,8944,1
2452,9033,4
2452,9227,1
2452,9420,1
2452,9684,1
2452,12527,1
2452,12867,2
2452,13686,1
2452,21024,2
2452,27256,1
2452,29342,2
2452,31958,1
2452,44251,1
2452,66873,1
2454,2454,3
2454,21969,2
2454,25504,1
2458,14171,1
2459,303,1
2459,924,2
2459,2459,19
2459,29889,1
2459,38083,2
2459,51778,1
2459,53648,1
2459,60445,1
2459,67537,2
2459,67726,1
2459,69646,1
2459,70520,1
2459,70999,1
2459,71442,1
2459,73104,1
2459,73650,1
2459,74421,1
2459,74497,1
2459,74831,1
2459,74861,2
2459,75630,1
2459,75657,1
2459,79049,3
2459,80582,1
2459,80887,1
2459,80902,2
2459,82030,1
2459,82309,1
2459,82313,1
2471,21,1
2471,836,1
2471,8582,1
2475,2452,1
2475,4710,1
2481,2723,1
2485,802,1
2485,2485,1
2487,836,1
2487,2487,1
2489,62,1
2489,122,2
2489,322,1
2489,381,1
2489,1048,1
2504,21,1
2504,2968,1
2504,17177,1
2504,19161,1
2507,21,1
2511,21,1
2511,2511,5
2511,16579,2
2511,38744,2
2511,43469,1
2513,1156,1
2513,1241,1
2513,2513,1
2513,2661,1
2513,13012,1
2513,24162,1
2515,838,1
2515,2515,3
2515,9003,1
2515,9420,1
2515,20372,1
2515,26562,1
2515,38670,1
2515,39533,1
2515,76125,1
2522,84,1
2533,375,1
2533,1289,1
2533,2661,2
2533,31513,1
2573,2573,9
2573,4662,2
2573,10879,1
2573,13046,1
2573,15192,1
2573,15260,1
2573,15303,4
2573,15946,2
2573,16538,1
2573,18790,4
2574,1192,1
2576,562,2
2576,1241,4
2576,1279,4
2576,1426,1
2576,2576,25
2576,3510,1
2576,8234,1
2576,9420,1
2576,9495,3
2576,9768,1
2576,10127,1
2576,16756,2
2576,20635,1
2576,21560,2
2576,25755,1
2576,27194,2
2576,29799,1
2576,33838,1
2576,51599,1
2576,61970,1
2576,63655,1
2586,6550,1
2599,21,1
2604,156,1
2604,2604,1
2604,2724,1
2608,2608,1
2608,9420,1
2608,46754,2
2614,21,1
2614,471,1
2614,1279,2
2614,2614,2
2614,2666,1
2614,2802,1
2614,28454,1
2643,471,2
2643,2643,1
2643,5091,1
2643,63895,1
2647,,1
2647,471,2
2647,836,1
2647,2647,6
2647,8005,1
2647,9123,2
2647,11096,2
2647,12384,1
2647,19161,1
2647,27928,1
2647,36971,1
2647,53299,1
2647,64733,1
2648,684,2
2648,1256,1
2653,924,1
2653,1241,1
2653,38714,1
2666,13023,1
2668,1281,2
2668,2668,1
2673,4897,1
2673,8111,1
2702,2575,1
2702,2702,1
2711,471,2
2711,2711,2
2723,,2
2723,471,1
2723,587,1
2723,676,1
2723,1077,1
2723,2452,2
2723,2647,1
2723,2723,19
2723,3024,1
2723,3466,1
2723,5224,3
2723,5266,1
2723,7873,3
2723,8041,1
2723,8237,2
2723,8823,1
2723,10517,2
2723,10902,2
2723,12446,1
2723,13100,1
2723,13968,1
2723,14518,1
2723,16787,1
2723,18969,1
2723,20635,1
2723,28562,1
2723,35465,1
2723,50739,1
2723,52291,1
2724,23416,2
2726,2668,1
2728,201,1
2728,2728,1
2728,9420,1
2728,10531,1
2742,381,3
2742,2742,2
2744,381,1
2744,847,1
2744,1241,1
2744,1279,1
2750,381,1
2750,2750,1
2750,3167,1
2750,3314,1
2750,3466,1
2750,14913,1
2750,21560,1
2750,27818,1
2781,21,2
2781,1094,1
2781,1279,2
2781,2781,2
2781,68954,2
2792,802,1
2792,1156,1
2792,2792,1
2792,2978,1
2809,,2
2809,84,1
2809,2507,2
2809,2809,1
2817,1156,1
2817,2817,1
2838,2854,1
2841,924,1
2841,1156,1
2841,2841,1
2841,25429,1
2850,21,1
2853,21,2
2853,2452,2
2853,2742,1
2853,2853,1
2853,8076,1
2853,8214,1
2853,18843,1
2854,375,1
2854,2854,1
2854,16853,1
2861,381,6
2861,471,1
2861,924,1
2861,2861,7
2861,7848,2
2862,2862,1
2869,2869,1
2869,4683,1
2893,471,1
2893,836,2
2893,2893,5
2893,21749,2
2893,35644,4
2893,39007,1
2893,50727,2
2893,51714,1
2893,57731,1
2913,2781,1
2916,381,1
2916,1281,1
2916,15521,1
2920,21,1
2920,548,1
2920,3466,1
2920,16168,1
2923,21,1
2928,21,1
2928,471,1
2932,2932,24
2932,4729,1
2932,8650,1
2932,11097,1
2932,15366,1
2932,17916,2
2932,21433,1
2932,21707,1
2932,23240,1
2932,23679,1
2932,32266,1
2932,33057,6
2932,33163,1
2932,33340,2
2932,37736,1
2932,37986,1
2932,38385,1
2932,45007,1
2932,51129,2
2932,57731,2
2932,61587,1
2932,61601,1
2932,61757,2
2932,78334,1
2932,78933,1
2949,21,1
2949,2949,1
2961,1114,1
2961,2961,1
2961,3443,1
2961,9253,1
2961,10884,1
2961,11116,1
2961,38573,1
2961,86676,2
2968,2968,1
2968,37561,1
2968,41747,1
2969,14013,1
2972,21,1
2972,2969,2
2972,2972,1
2972,8501,1
2975,8820,1
2979,,2
2979,2979,2
3024,21,2
3024,381,2
3024,1156,1
3024,3024,7
3024,12473,1
3024,14779,3
3024,33198,1
3024,35644,1
3024,58928,1
3030,21,1
3030,609,1
3044,92,1
3044,381,2
3044,3044,6
3044,7848,1
3044,13023,1
3044,30507,1
3044,31434,1
3047,21,1
3047,609,2
3047,2474,1
3047,3047,1
3050,21,2
3050,403,2
3050,2668,1
3050,3050,2
3053,9123,1
3054,548,1
3054,819,1
3054,1241,1
3054,2723,1
3057,21,1
3057,3378,1
3070,375,1
3070,3070,6
3070,4621,1
3070,23240,1
3070,79102,1
3070,80129,1
3070,85398,1
3070,87923,1
3070,89220,2
3077,3077,3
3077,31971,1
3077,32029,1
3077,58660,1
3077,64876,4
3083,847,2
3083,3083,4
3083,5043,2
3085,3085,1
3085,29575,1
3085,34153,2
3097,21,1
3097,836,1
3097,1241,1
3100,684,1
3100,67149,1
3106,471,1
3106,3106,1
3108,381,1
3108,3108,2
3128,21,1
3128,471,2
3128,2452,1
3128,3128,1
3132,3132,1
3132,5369,1
3133,21,1
3133,471,1
3133,3133,1
3150,1281,1
3151,21,3
3151,471,8
3151,3151,8
3151,5279,1
3151,7720,1
3151,8005,1
3151,8878,1
3151,10894,1
3151,11097,6
3151,13053,1
3151,13518,1
3151,15202,2
3151,16853,1
3151,20401,1
3151,23402,1
3152,3128,1
3152,3152,1
3152,3178,1
3152,7720,1
3159,924,2
3159,3159,2
3159,4668,2
3159,41886,1
3167,92,1
3167,381,2
3167,676,1
3167,924,1
3167,2853,1
3167,3167,5
3169,21,1
3169,8820,1
3178,1281,1
3181,2511,1
3181,3181,1
3203,21,1
3203,1256,1
3203,1279,1
3203,3203,1
3211,802,1
3211,1279,1
3211,1399,1
3211,15955,1
3213,1279,1
3213,3203,1
3223,21,1
3223,3466,1
3226,381,2
3226,3226,1
3230,2647,1
3230,3230,3
3230,5177,1
3230,5200,1
3230,6478,1
3232,21,1
3232,3232,1
3232,26754,1
3250,8820,1
3255,381,1
3255,3255,2
3255,16220,2
3255,24763,2
3259,3244,1
3263,92,1
3263,2723,1
3263,3263,1
3263,3457,1
3279,21,1
3279,3279,1
3281,375,1
3281,847,1
3281,3281,1
3281,3466,1
3281,4834,1
3281,26561,1
3283,471,2
3283,3283,1
3284,95,1
3284,1279,2
3284,3284,1
3284,3445,1
3299,836,2
3299,3299,4
3299,12384,3
3313,15890,1
3314,173,1
3314,381,3
3314,471,1
3314,2452,2
3314,2981,1
3314,3314,10
3314,5279,1
3314,6550,1
3314,12425,2
3314,13296,1
3314,13413,1
3314,16220,1
3314,23305,1
3314,27432,1
3314,44456,1
3314,45166,1
3314,53950,1
3314,54252,1
3314,55122,3
3314,64377,2
3320,3320,4
3320,43000,2
3321,3321,4
3321,65131,2
3321,65193,3
3325,2452,1
3328,,1
3328,471,1
3328,723,2
3328,1156,1
3328,3328,4
3328,7980,1
3336,609,1
3336,2853,1
3343,381,1
3343,471,1
3343,2853,1
3346,471,1
3346,3346,1
3346,8116,1
3360,3360,1
3360,24162,1
3360,26562,1
3361,,2
3361,3361,1
3377,21,1
3377,3377,1
3377,10815,1
3390,322,3
3390,836,1
3390,2452,3
3390,3409,1
3390,3535,1
3390,8437,1
3400,1241,1
3400,2452,1
3400,3400,1
3417,3417,1
3417,8944,1
3430,82,1
3430,8013,1
3430,16218,1
3433,,1
3433,21,1
3433,1279,1
3433,3433,3
3433,8344,3
3433,32235,1
3436,21,1
3436,843,1
3436,1279,3
3436,1330,1
3436,3436,2
3436,3466,1
3436,57427,1
3439,941,1
3439,3439,1
3439,16943,1
3443,471,1
3445,1241,1
3445,3445,1
3457,3457,2
3457,8040,1
3457,11097,1
3457,14518,1
3459,14031,1
3465,1256,2
3465,7980,1
3466,381,4
3466,3436,1
3466,3466,11
3466,3550,1
3466,5091,1
3466,5370,1
3466,8127,1
3466,8953,2
3466,10225,1
3466,13285,1
3466,13428,1
3466,13518,1
3466,18852,1
3466,69723,1
3473,819,1
3482,2853,1
3482,3482,1
3486,3486,1
3486,12866,1
3498,1279,2
3498,3498,1
3503,21,1
3503,3503,2
3504,21,1
3504,471,1
3504,43469,1
3504,67203,1
3506,1279,7
3506,3506,7
3507,381,2
3507,41886,1
3510,1279,1
3513,2969,1
3526,21,1
3530,21,1
3530,51,2
3530,1241,1
3530,3530,2
3539,1193,1
3539,2969,1
3540,21,1
3540,381,1
3540,3540,3
3550,21,1
3550,2452,1
3550,3070,1
3550,3550,1
3550,3571,1
3550,4697,2
3551,21,1
3551,381,1
3551,847,2
3551,1156,1
3551,3551,1
3570,924,2
3570,3570,1
3577,21,1
3583,3466,1
3583,4621,1
3586,84,1
3591,3591,1
3591,14164,1
3591,16853,1
3591,26523,1
3591,71363,1
3592,3592,2
3592,9420,1
3592,11097,1
3596,3526,1
3598,21,2
3598,3598,1
3599,44456,1
3609,3159,1
3609,50206,1
3613,14588,1
3615,381,1
3615,2452,1
4619,,2
4619,21,1
4619,906,1
4619,4619,4
4619,11097,1
4620,21,2
4620,9670,1
4620,9943,1
4621,303,1
4621,381,1
4621,802,2
4621,2968,1
4621,3430,2
4621,4621,13
4621,7873,1
4621,7982,3
4621,8273,1
4621,26674,2
4621,28150,3
4637,,1
4637,90709,1
4647,6550,1
4647,15215,1
4662,471,1
4668,21,2
4668,1399,1
4668,2968,1
4668,4668,4
4676,4676,2
4676,8878,1
4676,9634,1
4679,3159,1
4679,4683,1
4683,381,3
4683,836,1
4683,924,2
4683,4683,38
4683,9988,1
4683,14152,1
4683,16050,1
4683,17484,1
4683,18465,1
4683,21586,3
4683,24885,1
4683,27108,6
4683,27729,1
4683,28937,1
4683,29912,1
4683,30170,1
4683,31086,1
4683,32230,3
4683,34138,1
4683,35644,2
4683,37822,1
4683,38377,1
4683,38506,1
4683,40162,2
4683,41487,1
4683,42409,2
4683,43309,1
4683,43679,5
4683,43680,5
4683,43870,2
4683,44339,1
4683,44654,1
4683,44683,2
4683,44768,2
4683,44898,5
4683,45821,2
4683,46374,1
4683,47375,1
4683,47773,1
4683,47832,2
4683,77251,1
4683,78207,1
4686,847,1
4686,4686,1
4688,21,1
4692,3317,1
4695,381,1
4695,836,1
4695,6529,1
4705,,1
4705,21,1
4705,471,1
4705,1279,1
4705,4705,1
4711,1279,1
4717,,1
4717,1241,1
4717,4717,1
4719,2723,1
4719,4719,1
4719,18703,1
4724,8878,1
4774,381,1
4774,587,1
4774,1279,1
4774,4774,2
4794,21,1
4800,21,1
4800,1241,1
4800,1367,1
4803,1399,1
4808,27558,1
4811,4710,1
4813,21,1
4815,5313,1
4815,9420,1
4821,21,1
4824,836,2
4824,4824,1
4824,5198,1
4836,21,2
4836,3466,1
4841,4841,1
4841,17538,1
4847,21,1
4855,4855,1
4855,24005,1
4859,21,1
4859,381,1
4868,7812,1
4881,8650,2
4886,4886,1
4886,18434,1
4887,21,1
4887,2452,1
4887,4887,1
4889,21,1
4889,4889,1
4889,12473,1
4897,4897,2
4897,9966,2
4907,471,1
4910,21,1
4910,471,1
4910,4910,1
4929,21,1
4933,21,1
4933,609,1
4933,2452,1
4933,4621,4
4933,4933,7
4933,7980,4
4933,8878,1
4933,21024,1
4947,847,2
4947,4947,1
4953,381,1
4956,1241,1
4956,4710,1
4967,21,2
4967,9924,1
4968,381,2
4968,10638,1
4968,15942,1
4968,16538,1
4978,4978,2
4978,13719,1
4978,14913,1
4978,19161,1
4993,1131,4
4993,4993,3
5004,21,1
5004,4766,1
5004,5004,1
5010,5010,1
5010,10314,1
5010,10815,2
5012,21,1
5012,4999,1
5019,118,1
5021,1165,1
5027,21,1
5027,381,1
5027,5027,2
5027,7980,2
5029,381,1
5029,471,1
5029,5029,1
5029,8275,1
5029,14588,1
5041,836,3
5041,3024,1
5041,5041,13
5041,5144,3
5041,15197,1
5041,27279,2
5041,27432,1
5041,58433,6
5042,21,2
5042,5042,3
5043,21,1
5043,381,2
5043,847,2
5043,1156,1
5043,3132,2
5043,3466,2
5043,5043,6
5043,5091,1
5043,10345,1
5043,11097,1
5043,15215,1
5043,16591,1
5043,16704,1
5043,17116,1
5043,38520,1
5044,21,1
5044,1279,1
5044,5044,3
5044,12290,1
5044,14904,1
5044,16284,2
5055,836,1
5055,2576,1
5055,3151,1
5055,5055,3
5055,9565,2
5066,21,1
5066,836,1
5066,5066,1
5075,847,1
5075,5075,1
5077,21,1
5077,819,1
5083,1156,1
5083,5023,1
5083,5083,1
5086,847,1
5086,5086,1
5091,21,1
5091,75,1
5091,97,2
5091,375,1
5091,381,7
5091,471,1
5091,676,1
5091,836,2
5091,847,2
5091,924,2
5091,947,1
5091,982,2
5091,1256,1
5091,2452,1
5091,3466,2
5091,5027,1
5091,5043,2
5091,5091,24
5091,5177,1
5091,5247,1
5091,5280,1
5091,7764,1
5091,7980,1
5091,8013,1
5091,9123,1
5091,9249,1
5091,9698,1
5091,9766,1
5091,9951,1
5091,10423,1
5091,10882,1
5091,11097,6
5091,12757,1
5091,13833,1
5091,14471,1
5091,15368,1
5091,16676,1
5091,20814,1
5091,28562,1
5091,40853,2
5091,64377,5
5099,21,1
5099,5099,1
5100,5023,1
5103,836,2
5103,5103,2
5103,5177,1
5110,21,1
5110,5110,1
5113,847,1
5113,4710,1
5126,4710,1
5132,587,1
5132,847,1
5133,5126,1
5143,227,1
5143,676,1
5143,816,1
5143,847,1
5143,924,1
5143,1256,1
5143,2452,2
5143,3024,1
5143,5041,1
5143,5143,10
5143,5314,1
5143,6559,2
5143,6560,2
5143,7848,1
5143,9123,2
5143,18246,1
5143,20635,2
5143,45768,1
5143,51671,1
5143,58789,1
5143,65768,1
5144,5144,1
5144,14617,1
5144,65037,1
5153,2853,1
5153,5153,1
5153,5180,2
5170,3436,1
5172,21,1
5172,381,3
5172,3466,1
5172,5172,3
5172,8466,1
5172,9146,1
5177,339,3
5177,5177,7
5177,9420,1
5177,12876,1
5177,25004,2
5177,73851,1
5179,21,1
5179,690,3
5179,816,1
5179,924,3
5179,5179,4
5185,84,1
5199,1279,1
5200,836,1
5200,5200,3
5200,10108,1
5200,18696,4
5211,471,3
5211,700,1
5211,836,4
5211,964,1
5211,4621,1
5211,5211,10
5211,7848,1
5211,7980,1
5211,10019,1
5211,10937,1
5211,15202,1
5211,38315,2
5211,62386,7
5211,74640,1
5211,76356,1
5211,76411,1
5214,21,1
5224,21,3
5224,5224,3
5227,381,1
5241,8560,1
5246,84,1
5246,303,3
5246,471,1
5246,5246,4
5246,30962,1
5247,5247,1
5247,5266,1
5247,25734,1
5249,21,1
5249,474,1
5249,5241,1
5249,5249,2
5255,3466,1
5263,2452,1
5265,,1
5265,2723,1
5266,2723,1
5266,5266,2
5268,74810,1
5273,21,1
5273,2723,2
5273,5273,1
5279,227,1
5279,5279,3
5279,7980,3
5279,12473,1
5279,31958,1
5279,33323,1
5279,77317,1
5280,3466,1
5283,21,1
5283,5224,1
5290,3466,1
5290,5290,1
5290,6478,1
5297,5297,1
5297,8501,1
5301,21,1
5301,381,1
5301,6391,1
5303,5303,4
5303,7966,2
5303,9296,1
5303,10131,1
5303,13754,1
5303,15140,2
5306,84,1
5316,5316,1
5316,7960,1
5342,84,1
5342,471,1
5342,5316,1
5342,69843,1
5344,5344,3
5344,68541,3
5356,21,1
5380,381,1
5380,5380,5
5380,17619,2
5380,23437,1
5380,31086,1
5380,56269,1
6385,6385,2
6385,9225,1
6385,43019,1
6387,4621,1
6387,8560,1
6390,227,1
6390,6390,1
6391,108,2
6391,2680,1
6391,4621,1
6391,5246,3
6391,6387,1
6391,6391,5
6391,6669,2
6396,55122,1
6403,381,1
6403,1426,1
6403,6403,7
6403,10640,1
6403,13285,1
6403,13413,1
6403,13518,1
6403,17959,1
6403,21829,6
6403,24885,1
6418,21,1
6418,1131,1
6418,6418,1
6418,7746,1
6418,8085,1
6419,21,1
6419,6419,2
6431,29475,1
6433,6433,2
6433,30107,1
6433,73441,1
6444,21,1
6451,3132,1
6451,40484,1
6458,381,1
6458,1330,1
6458,6458,1
6467,7887,1
6469,2452,1
6477,6477,2
6477,13110,2
6477,35910,2
6478,381,1
6478,471,2
6478,836,1
6478,5041,1
6478,6478,7
6478,8816,1
6478,12515,1
6478,13450,1
6478,15361,1
6478,16570,1
6478,18239,1
6478,18306,1
6478,18719,1
6478,18818,1
6478,20585,1
6478,21045,1
6478,45938,1
6486,381,1
6486,6486,1
6491,97,2
6491,6491,2
6496,1367,2
6496,6496,1
6506,464,1
6506,2452,1
6514,381,1
6514,924,1
6514,2576,2
6514,6514,3
6514,7848,1
6514,8041,1
6514,8479,1
6514,8560,1
6514,10307,1
6514,11054,1
6514,11121,1
6514,15527,2
6523,21,1
6536,21,1
6536,173,1
6536,2752,1
6536,3132,1
6536,6536,1
6536,8953,1
6550,836,1
6550,6550,2
6550,14904,1
6550,17208,1
6550,23201,2
6550,30668,2
6550,42270,1
6550,89534,2
6554,6554,1
6554,9420,1
6558,2647,1
6558,6558,1
6558,16024,1
6558,16613,1
6559,836,2
6559,6391,1
6559,6559,2
6560,3466,1
6560,6560,1
6567,6567,2
6567,21608,2
6567,24593,2
6567,26701,1
6586,600,1
6606,1193,1
6606,1367,1
6606,2452,1
6611,471,1
6611,7842,1
6625,6625,1
6625,60863,2
6636,1156,2
6636,1399,2
6636,6636,1
6644,21,1
6644,6644,1
6646,1156,2
6646,2452,3
6648,303,1
6648,6648,3
6648,7909,1
6648,23731,4
6648,33354,1
6648,35583,2
6648,37116,1
6660,21,1
6660,1367,1
6660,2452,2
6660,6660,1
6660,35718,1
6664,21,1
6685,381,1
7702,173,1
7702,471,1
7702,7702,2
7702,13727,2
7705,7705,1
7705,23305,1
7712,21,1
7712,587,1
7712,836,2
7712,7712,2
7713,1156,2
7713,1367,1
7713,7713,1
7714,7714,1
7714,75952,1
7714,77357,1
7715,21,1
7715,2452,1
7719,227,1
7719,24550,1
7720,21,2
7720,2647,2
7720,7720,5
7720,9966,1
7722,21,2
7722,2452,1
7722,7722,1
7730,7730,1
7730,87669,1
7736,61445,1
7738,303,1
7738,7738,5
7738,13481,5
7738,88019,1
7739,7980,1
7740,7739,1
7740,7740,2
7762,2853,1
7763,381,1
7763,836,1
7763,4978,1
7763,6636,1
7763,7763,5
7763,12345,3
7763,17594,1
7763,29206,1
7786,21,1
7786,2452,1
7786,7750,1
7786,31599,1
7806,381,1
7806,3132,1
7809,5224,2
7811,21,1
7811,7811,1
7812,381,2
7812,7812,3
7812,26394,1
7812,28628,1
7812,32402,1
7812,33653,1
7812,43215,1
7812,44456,2
7812,71219,2
7829,18843,1
7848,5091,1
7848,7848,9
7848,12363,1
7848,13480,6
7848,18692,1
7867,4621,3
7867,7867,2
7909,21,1
7909,2452,1
7922,7922,2
7922,8823,1
7922,35456,1
7922,40051,1
7923,21,1
7923,587,1
7923,847,1
7923,6550,1
7923,13296,1
7950,227,1
7950,3466,1
7950,7950,1
7961,8798,1
7966,,2
7966,21,1
7966,471,1
7966,836,1
7966,2452,2
7966,7966,5
7966,10094,1
7966,12603,1
7966,14189,1
7966,14904,1
7966,23305,1
7969,2643,1
7969,3466,1
7969,6683,2
7969,7969,9
7969,7980,2
7969,7999,1
7969,12377,3
7972,227,1
7972,7961,1
7977,816,1
7977,62626,1
7979,227,1
7979,7979,2
7979,7983,1
7980,122,1
7980,2968,1
7980,5177,1
7980,7980,5
7980,10446,1
7980,12403,2
7980,12433,2
7982,227,1
7982,7980,1
7982,7982,1
7982,8005,1
7982,33920,1
7982,43140,1
7999,21,1
7999,381,1
7999,12280,1
7999,12473,1
8005,8005,2
8005,27979,3
8005,28599,1
8009,35644,1
8013,21,1
8013,26,1
8013,381,2
8013,836,1
8013,5279,1
8013,7980,1
8013,8013,16
8013,8491,2
8013,8987,1
8013,9085,2
8013,9123,1
8013,9420,1
8013,9814,1
8013,11097,8
8013,12909,1
8013,14904,4
8013,17538,1
8013,20759,1
8013,30781,1
8013,42926,1
8013,46293,1
8013,55108,1
8013,64377,1
8016,843,1
8037,2452,1
8037,8005,1
8041,378,4
8041,8041,8
8041,9114,1
8041,9410,2
8041,9445,1
8041,9486,1
8041,14391,2
8041,16853,1
8041,21858,1
8041,33970,2
8041,35508,1
8041,44465,1
8041,57429,1
8041,60967,1
8059,4621,1
8059,8059,1
8063,21,1
8063,8063,1
8063,52588,1
8065,525,1
8065,6683,1
8065,8051,1
8065,8063,1
8065,8065,2
8065,8088,1
8065,33714,1
8073,964,2
8073,9966,1
8075,4621,1
8075,8065,2
8075,8075,3
8076,21,1
8076,8076,2
8076,8552,1
8085,9420,1
8085,15361,1
8085,33202,1
8088,1003,1
8088,8088,1
8088,12909,1
8092,836,2
8092,8092,1
8113,2452,1
8113,8113,2
8113,10345,3
8127,381,1
8127,3466,1
8127,8127,1
8145,59172,1
8149,24019,1
8152,75,1
8152,471,1
8152,1133,1
8152,7980,3
8152,8152,7
8152,8878,1
8152,9724,1
8152,21608,3
8158,4621,2
8189,8189,1
8189,60818,2
8191,964,1
8191,8191,5
8191,8221,1
8191,8313,1
8191,8381,2
8195,3070,1
8200,6683,1
8206,8206,2
8206,11097,2
8214,21,1
8214,108,1
8214,471,1
8218,2452,1
8232,13727,1
8236,8235,1
8236,8236,1
8240,,1
8240,8240,1
8244,21,1
8268,21,1
8268,75,1
8268,471,1
8268,7720,1
8275,5043,5
8275,8275,6
8275,8878,3
8275,9728,1
8278,634,1
8278,1138,2
8278,8278,2
8281,8281,1
8284,3314,1
8284,75336,1
8285,173,1
8285,381,1
8285,2576,1
8285,8285,2
8310,8310,1
8310,8392,1
8320,,12
8320,289,4
8320,4621,1
8335,12822,1
8337,381,2
8337,8337,2
8337,25192,1
8337,63089,1
8337,70066,1
8338,21,2
8338,609,1
8338,847,1
8338,2452,2
8338,8338,4
8338,43110,1
8344,7746,2
8344,8344,2
8354,8354,1
8358,1131,1
8368,1367,1
8368,2452,1
8370,381,2
8370,8370,5
8370,15527,1
8370,16853,1
8370,20400,1
8370,26329,1
8370,29428,1
8370,32542,1
8370,32936,2
8370,33838,5
8370,35718,1
8373,9249,1
8373,29832,1
8376,8375,2
8376,8376,1
8386,21,1
8389,1077,1
8391,8375,1
8394,9394,1
8395,3433,1
8395,8386,1
8409,23972,1
8412,8412,1
8412,15790,1
8417,8417,1
8425,2576,1
8425,4897,1
8432,381,7
8432,836,2
8432,8432,4
8432,11097,1
8432,26444,2
8432,30335,2
8432,32440,1
8462,84,1
8462,8597,2
8463,13413,1
8465,2452,1
8465,3466,1
8465,8465,5
8465,8643,1
8465,18207,2
8478,4825,1
8478,15215,1
8478,15828,1
8478,40853,1
8482,21,1
8482,381,1
8488,1156,1
8488,2723,1
8498,9576,1
8501,8501,5
8501,25526,3
8501,26535,1
8501,51656,1
8501,71219,2
8505,7980,1
8517,381,1
8517,964,4
8517,2452,2
8517,2840,1
8517,7746,2
8517,8517,8
8517,17937,1
8517,24355,1
8517,24453,5
8517,38887,1
8517,43374,1
8517,45507,1
8540,118,2
8560,836,1
8560,8560,44
8560,8820,2
8560,13165,1
8560,13179,1
8560,13235,1
8560,14518,1
8560,16853,2
8560,19161,1
8560,20372,2
8560,21433,2
8560,23305,2
8560,24245,2
8560,25407,1
8560,27436,2
8560,28175,6
8560,28241,1
8560,28937,1
8560,29428,1
8560,29580,1
8560,30170,2
8560,31335,2
8560,31443,2
8560,32192,2
8560,32314,6
8560,32390,1
8560,32398,1
8560,32650,1
8560,33605,1
8560,33609,1
8560,35563,2
8560,35644,1
8560,37792,2
8560,43077,5
8560,45182,1
8560,47570,1
8560,49278,1
8560,49617,1
8560,49731,1
8560,49733,2
8560,49914,2
8560,52089,1
8560,52371,3
8560,53326,1
8560,53818,2
8560,55076,1
8560,57664,1
8560,58382,3
8597,2452,1
8605,8021,1
8605,13285,1
8610,21,1
8641,21,1
8643,609,1
8643,676,1
8643,20429,1
8644,21,1
8644,471,1
8644,2452,1
8644,3466,1
8644,8644,1
8645,381,1
8645,471,1
8650,924,3
8650,5177,2
8650,8650,4
8657,8657,1
8657,9801,1
8677,,1
8681,7980,4
8681,8681,4
8704,8501,1
8710,676,1
8710,924,1
8710,8710,1
8710,15412,1
8710,19161,1
8710,21433,1
8710,29217,1
8710,30107,1
8729,75,2
8729,1077,1
8729,1367,1
8734,438,1
8751,2723,1
8752,6550,1
8752,8752,5
8752,10094,1
8752,10879,2
8752,11097,1
8752,17116,1
8752,24379,1
8752,69296,1
8762,2723,1
8762,3466,1
8774,381,1
8774,5177,1
8774,5279,1
8774,7980,2
8774,8774,3
8774,9420,1
8777,843,1
8792,8692,1
8796,21,1
8800,21,1
8800,587,1
8819,8819,1
8819,33137,1
8819,35541,1
8820,21,1
8820,289,3
8820,381,12
8820,684,1
8820,836,14
8820,843,1
